symbol,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Beta,Momentum,Size,ResVol
WEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2252835576521932,-0.23354281358374862,-0.9732986726558019,-1.5088820911341274
WELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4932464025125627,0.1871020335494878,-0.154191508836906,-0.6760654498579292
WFC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07950535119885575,-0.17496749851288718,0.5148738381832714,-0.7663830357672353
WM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.4700057431100257,-0.27654915559336446,-0.3957449750352891,-0.37748599770918323
WMB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.315178288641846,0.06365673451277551,-0.11844951672081427,-0.5251775129373212
WMT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3813512901445053,-0.11500992110875627,2.0553546739695863,-0.6195337812204054
WRB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.157473903309378,-0.27984610333507637,-1.3118572676907676,-0.4571180632834901
WSM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2477453671234013,-0.20354312698810534,-0.8999687307834222,-0.3114349973069531
WST,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3129253477565117,0.3364554012320625,-0.829910845612354,0.1274994822514317
WTW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0697382165804483,-0.43217579038675885,0.15974680624859827,-0.1594781627037894
WY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08730094779104787,-0.4713835749559924,-1.4121293298393185,-0.5433077206136235
WYNN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5926868018340098,-0.4217510728103632,-0.1912137640116879,0.05698259831483187
XEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1113900813229556,-0.18407311519437083,0.8074240618627192,-1.1622636513843523
XOM,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9077496831104936,0.12028394614981662,1.0236212763746513,-1.2263280659868288
XYL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22091746173281304,-0.5310073068668455,-0.9600371226415072,-0.8319737301300978
XYZ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114139373646368,-0.28469565716547,-0.08916852468961634,1.5851358226191545
YUM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9198648389008537,-0.05650711191666641,-0.6075543183102221,-0.3722437999831831
ZBH,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3201146756063689,-0.3745690373847423,-0.9393041923404688,-0.02854659496983709
ZBRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.15349633288899,-0.47105147828310534,0.20928292671573556,1.0509773953177695
ZTS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3677690867977292,-0.9498104119039557,-0.2848738280975232,0.27041960508525875
